Mission ID,Mission Name Short,Mission Name Full,Mission Agencies,Mission Status,Launch Date,EOL Date,Applications,Instruments,Instrument IDs,Orbit Type,Orbit Altitude,Orbit Period,Orbit Inclination,Repeat Cycle,Orbit LST,Orbit Longitude,Orbit Sense,Mission Site,Data Access Portal
1047,Sentinel CHIME-A,CHIME-A,"ESA, COM",Planned,2028,2036,To provide routine hyperspectral measurements in support of EU-and related policies for the management of natural resources & assets,HSI,2030,Sun-synchronous,632 km,97.5 mins,97.9 deg,25,10:45 (at DN),,Descending,https://www.eoportal.org/satellite-missions/chime-copernicus#development-status,
1048,Sentinel CHIME-B,CHIME-B,"ESA, COM",Planned,2030,2038,To provide routine hyperspectral measurements in support of EU-and related policies for the management of natural resources & assets,HSI,2030,Sun-synchronous,632 km,97.5 mins,97.9 deg,25,10:45 (at DN),,Descending,https://www.eoportal.org/satellite-missions/chime-copernicus#development-status,
1035,Sentinel CIMR-A,CIMR-A,"ESA, COM",Planned,2029,2036,"To provide high-spatial resolution microwave imaging radiometry measurements and derived products with continuous global coverage and sub-daily revisit in the polar regions and adjacent seas, to address Copernicus user needs",Imaging Microwave Radiometer,2014,Sun-synchronous,830 km,101 mins,98.7 deg,29,06:00 (at DN),,Descending,https://www.eoportal.org/satellite-missions/cimr#eop-quick-facts-section,
1032,Sentinel CIMR-B,CIMR-B,"ESA, COM",Planned,2031,2038,"To provide high-spatial resolution microwave imaging radiometry measurements and derived products with continuous global coverage and sub-daily revisit in the polar regions and adjacent seas, to address Copernicus user needs",Imaging Microwave Radiometer,2014,Sun-synchronous,830 km,101 mins,98.7 deg,29,06:00 (at DN),,Descending,https://www.eoportal.org/satellite-missions/cimr#eop-quick-facts-section,
1033,Sentinel CO2M-A,CO2M-A,"ESA, EUMETSAT, COM",Approved,Dec-25,Jun-33,"To provide Copernicus with a CO2 monitoring and verification support capacity, capable of estimating anthropogenic CO2 emissions at country and megacity scales.","CLIM, CO2I, MAP","2011, 2012, 2017",Sun-synchronous,735 km,99.5 mins,97.7 deg,11,11:30 (at DN),,Descending,https://www.eoportal.org/satellite-missions/co2m,
1037,Sentinel CO2M-B,CO2M-B,"ESA, EUMETSAT, COM",Approved,Mar-26,Sep-33,"To provide Copernicus with a CO2 monitoring and verification support capacity, capable of estimating anthropogenic CO2 emissions at country and megacity scales.","CLIM, CO2I, MAP","2011, 2012, 2017",Sun-synchronous,735 km,99.5 mins,97.7 deg,11,11:30 (at DN),,Descending,https://www.eoportal.org/satellite-missions/co2m,
1038,Sentinel CO2M-C,CO2M-C,"ESA, EUMETSAT, COM",Planned,2026,2034,"To provide Copernicus with a CO2 monitoring and verification support capacity, capable of estimating anthropogenic CO2 emissions at country and megacity scales.","CLIM, CO2I, MAP","2011, 2012, 2017",Sun-synchronous,735 km,99.5 mins,97.7 deg,11,11:30 (at DN),,Descending,https://www.eoportal.org/satellite-missions/co2m,
1039,Sentinel CRISTAL-A,CRISTAL-A,"ESA, COM",Planned,2028,2035,"To monitor critical climate signals: ice sheet, ice cap melting and sea level, as well as to monitor variability of Arctic and Southern Ocean sea-ice and its snow loading to support Copernicus operational products and services concerning the polar regions.","AMR-C, IRIS","1719, 2015","Inclined, non-sun-synchronous",690 km,99 mins,92 deg,367,,,,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Copernicus_Sentinel_Expansion_missions,
1040,Sentinel CRISTAL-B,CRISTAL-B,"ESA, COM",Planned,2030,2037,"To monitor critical climate signals: ice sheet, ice cap melting and sea level, as well as to monitor variability of Arctic and Southern Ocean sea-ice and its snow loading to support Copernicus operational products and services concerning the polar regions.","AMR-C, IRIS","1719, 2015","Inclined, non-sun-synchronous",690 km,99 mins,92 deg,367,,,,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Copernicus_Sentinel_Expansion_missions,
1041,Sentinel LSTM-A,LSTM-A,"ESA, COM",Planned,2028,2036,"To provide surface temperature observations over land and coastal regions in support of agriculture management services and possibly a range of additional services, by complementing the current visible (VIS) and near-infrared (NIR) Copernicus observations with high spatio-temporal resolution TIR ones.",Land Surface Temperature Radiometer,2031,Sun-synchronous,651 km,97.5 mins,97.7 deg,4,12:30 (at DN),,,https://www.eoportal.org/satellite-missions/lstm,
1042,Sentinel LSTM-B,LSTM-B,"ESA, COM",Planned,2030,2038,"To provide surface temperature observations over land and coastal regions in support of agriculture management services and possibly a range of additional services, by complementing the current visible (VIS) and near-infrared (NIR) Copernicus observations with high spatio-temporal resolution TIR ones.",Land Surface Temperature Radiometer,2031,Sun-synchronous,651 km,97.5 mins,97.7 deg,4,12:30 (at DN),,,https://www.eoportal.org/satellite-missions/lstm,
1036,Sentinel ROSE-L A,ROSE-L A,"ESA, COM",Planned,2028,2035,"To provide day-and-night monitoring of land, oceans and ice offering more frequent imaging at high spatial resolution and sensitivity, to monitor soil moisture, precision farming, food security, forest biomass and changes to land use. In addition, the mission will monitor polar ice sheets and ice caps, sea ice extent, and snow cover.",L-band SAR,2032,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00 (at AN ± 1min),,Ascending,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Copernicus_Sentinel_Expansion_missions,
1034,Sentinel ROSE-L B,ROSE-L B,"ESA, COM",Planned,2030,2038,"To provide day-and-night monitoring of land, oceans and ice offering more frequent imaging at high spatial resolution and sensitivity, to monitor soil moisture, precision farming, food security, forest biomass and changes to land use. In addition, the mission will monitor polar ice sheets and ice caps, sea ice extent, and snow cover.",L-band SAR,2032,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00 (at AN ± 1min),,Ascending,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Copernicus_Sentinel_Expansion_missions,
575,Sentinel-1 A,Sentinel-1 A,"ESA, COM",Operational (nominal),03-Apr-14,Jul-24,"Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.",C-Band SAR,939,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
576,Sentinel-1 B,Sentinel-1 B,"ESA, COM",Operational (nominal),25-Apr-16,Mar-26,"Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.",C-Band SAR,939,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
577,Sentinel-1 C,Sentinel-1 C,"ESA, COM",Approved,May-23,Apr-33,"Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.",C-Band SAR,939,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
814,Sentinel-1 D,Sentinel-1 D,"ESA, COM",Approved,Sep-28,Sep-38,"Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.",C-Band SAR,939,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
552,Sentinel-2 A,Sentinel-2 A,"ESA, COM",Operational (nominal),23-Jun-15,Jul-25,"Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage leaf chlorophyll content and leaf water content.",MSI (Sentinel-2),940,Sun-synchronous,786 km,100.7 mins,98.62 deg,10,10:30,,Descending,http://www.esa.int/esaLP/LPgmes.html,
553,Sentinel-2 B,Sentinel-2 B,"ESA, COM",Operational (nominal),06-Mar-17,Feb-27,"Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage leaf chlorophyll content and leaf water content.",MSI (Sentinel-2),940,Sun-synchronous,786 km,100.7 mins,98.62 deg,10,10:30,,Descending,http://www.esa.int/esaLP/LPgmes.html,
578,Sentinel-2 C,Sentinel-2 C,"ESA, COM",Approved,Jan-24,Jan-34,"Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage, leaf chlorophyll content and leaf water content.",MSI (Sentinel-2),940,Sun-synchronous,786 km,100.7 mins,98.62 deg,10,10:30,,Descending,http://www.esa.int/esaLP/LPgmes.html,
920,Sentinel-2 D,Sentinel-2 D,"ESA, COM",Approved,Oct-28,Oct-38,"Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage, leaf chlorophyll content and leaf water content.",MSI (Sentinel-2),940,Sun-synchronous,786 km,100.7 mins,98.62 deg,10,10:30,,Descending,http://www.esa.int/esaLP/LPgmes.html,
554,Sentinel-3 A,Sentinel-3 A,"ESA, EUMETSAT, COM",Operational (nominal),16-Feb-16,Jan-26,"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.","OLCI, SLSTR, SRAL","896, 902, 903",Sun-synchronous,807 km,101 mins,98.65 deg,27,10:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
555,Sentinel-3 B,Sentinel-3 B,"ESA, EUMETSAT, COM",Operational (nominal),25-Apr-18,Aug-28,"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.","OLCI, SLSTR, SRAL","896, 902, 903",Sun-synchronous,807 km,101 mins,98.65 deg,27,10:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
579,Sentinel-3 C,Sentinel-3 C,"ESA, EUMETSAT, COM",Approved,Oct-24,Oct-34,"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.","OLCI, SLSTR, SRAL","896, 902, 903",Sun-synchronous,807 km,101 mins,98.65 deg,27,10:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
921,Sentinel-3 D,Sentinel-3 D,"ESA, EUMETSAT, COM",Approved,Nov-28,Nov-38,"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.","OLCI, SLSTR, SRAL","896, 902, 903",Sun-synchronous,807 km,101 mins,98.65 deg,27,10:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
639,Sentinel-4 A,Sentinel-4 A,"ESA, EUMETSAT, COM",Approved,Jun-24,Dec-32,Supporting European atmospheric composition and air quality monitoring services. The Sentinel-4 A mission is carried on MTG S1.,UVN (Sentinel-4),941,Geostationary,,,,,,0,N/A,http://www.esa.int/esaLP/LPgmes.html,
640,Sentinel-4 B,Sentinel-4 B,"ESA, EUMETSAT, COM",Approved,Jun-32,Dec-40,Supporting European atmospheric composition and air quality monitoring services. The Sentinel-4 B mission is carried on MTG S2.,UVN (Sentinel-4),941,Geostationary,,,,,,0,N/A,http://www.esa.int/esaLP/LPgmes.html,
641,Sentinel-5 A,Sentinel-5 A,"ESA, EUMETSAT, COM",Approved,Dec-24,Jun-32,To support global atmospheric composition and air quality monitoring services. The Sentinel-5 A mission is carried on EPS-SG-A.,UVNS (Sentinel-5),1504,Sun-synchronous,,,,,,,N/A,http://www.esa.int/esaLP/LPgmes.html,
777,Sentinel-5 B,Sentinel-5 B,"ESA, EUMETSAT, COM",Approved,Mar-25,Sep-32,To support global atmospheric composition and air quality monitoring services.,UVNS (Sentinel-5),1504,,,,,,,,,,
848,Sentinel-5 C,Sentinel-5 C,"ESA, COM",Approved,Dec-38,Dec-46,To support global atmospheric composition and air quality monitoring services.,UVNS (Sentinel-5),1504,,,,,,,,,,
581,Sentinel-5 precursor,Sentinel-5 precursor,"ESA, COM, NSO",Operational (nominal),13-Oct-17,Sep-27,Supporting global atmospheric composition and air quality monitoring services.,UVNS (Sentinel-5 precursor),942,Sun-synchronous,824 km,17 mins,98.742 deg,,13:30,,Ascending,http://www.esa.int/esaLP/LPgmes.html,https://s5phub.copernicus.eu/dhus/#/home
769,Sentinel-6 A Michael Freilich,Sentinel-6 Michael Freilich,"EUMETSAT, NASA, NOAA, COM, ESA",Operational (nominal),21-Nov-20,Jun-26,"Providing continuity of the reference, high-precision ocean topography service after Jason-3.","AMR-C, DORIS-NG, GNSS POD Receiver, GNSS-RO Receiver, LRA (Sentinel-6), Poseidon-4 Altimeter","1719, 181, 1720, 1785, 1721, 1723","Inclined, non-sun-synchronous",1343 km,112.4 mins,66.05 deg,10,,,N/A,https://sealevel.jpl.nasa.gov/missions/jasoncs/,https://sealevel.jpl.nasa.gov/missions/jasoncs/
770,Sentinel-6 B,Sentinel-6 B,"EUMETSAT, NASA, NOAA, COM, ESA",Planned,2025,2031,"To provide continuity of the reference, high-precision ocean topography service after Sentinel-6A.","AMR-C, DORIS-NG, GNSS POD Receiver, GNSS-RO Receiver, LRA (Sentinel-6), Poseidon-4 Altimeter","1719, 181, 1720, 1785, 1721, 1723","Inclined, non-sun-synchronous",1343 km,112.4 mins,66.05 deg,10,,,N/A,https://sealevel.jpl.nasa.gov/missions/jasoncs/,https://sealevel.jpl.nasa.gov/missions/jasoncs/
1029,Sich 2-30,Sich 2-30,NSAU,Operational (nominal),13-Jan-22,Jan-27,"A small Earth remote sensing satellite designed to obtain digital images of the Earth's surface in the visible and near-infrared ranges of electromagnetic wavelengths, as well as to monitor Earth's magnetosphere parameters.","MBEI, MIRS","794, 795","Inclined, non-sun-synchronous",700 km,98.5 mins,98.26 deg,,,,,,
614,SMAP,Soil Moisture Active Passive,"NASA, CSA",Operational (nominal),31-Jan-15,Sep-23,3-year nominal mission life. Global soil moisture and freeze-thaw state mapping.,"L-band Radar (SMAP), L-band Radiometer (SMAP)","986, 1554",Sun-synchronous,685 km,98.46 mins,98.12 deg,8,18:00,,Ascending,http://smap.jpl.nasa.gov/,https://search.earthdata.nasa.gov/search?q=SMAP
379,SMOS,Soil Moisture and Ocean Salinity (Earth Explorer Opportunity Mission),"ESA, CDTI, CNES",Operational (extended),02-Nov-09,Dec-25,"Overall objectives are to provide global observations of two crucial variables for modelling the weather and climate, soil moisture and ocean salinity. It will also monitor the vegetation water content, snow cover and ice structure.",MIRAS (SMOS),689,Sun-synchronous,758 km,100.075 mins,98.44 deg,23,06:00,,Ascending,http://earth.esa.int/SMOS/,
857,SSTL S1-4,SSTL S1-4,UKSA,Operational (nominal),16-Sep-18,Jan-26,"A high resolution optical imaging satellites for land use monitoring, urban planning, crop monitoring and pollution monitoring","MSI (BJ-2), PAN (BJ-2)","1748, 1747",Sun-synchronous,580 km,96.3 mins,97.7 deg,,10:30,,Ascending,http://www.sstl.co.uk,
424,STARLETTE,STARLETTE,CNES,Operational (nominal),06-Feb-75,Dec-50,Geodesy/gravity study of the Earthâ€™s gravitational field and its temporal variations.,Laser Reflectors,29,"Inclined, non-sun-synchronous",812 km,104 mins,49.83 deg,,,,N/A,,
255,STELLA,STELLA,CNES,Operational (nominal),30-Sep-93,Dec-50,Geodesy/gravity study of the Earthâ€™s gravitational field and its temporal variations.,Laser Reflectors,29,"Inclined, non-sun-synchronous",830 km,101 mins,98 deg,,,,N/A,,
783,STSAT-3,Science & Technology SATellite-3,"SI, KASI, KARI",Operational (extended),22-Nov-13,Dec-23,"Galactic Plane Survey, Cosmic Background Radiation Measurement, Land use","COMIS, MIRIS","1739, 1741",Sun-synchronous,600 km,,,28,,,Ascending,,
413,Suomi NPP,Suomi National Polar-orbiting Partnership,"NASA, NOAA",Operational (extended),28-Oct-11,Oct-26,5-year nominal mission life. Operational polar weather and climate measurements. CrIS MWIR non-operational on Suomi NPP effective 12 July 2021.,"ATMS, CERES, CrIS, OMPS, OMPS-L, VIIRS","413, 397, 325, 681, 1718, 412",Sun-synchronous,824 km,101 mins,98.7 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,https://search.earthdata.nasa.gov/search?q=Suomi+NPP
468,Swarm,Earth's Magnetic Field and Environment Explorers,"ESA, CNES, CSA",Operational (extended),22-Nov-13,Dec-25,A three-satellite constellation that is providing the best ever survey of the geomagnetic field and its temporal evolution to gain new insights into improving our knowledge of the Earthâ€™s interior and climate. Canada contributes the electric field instrument that is required to correctly separate the measured magnetic field into its different sources.,"ACC, ASM, EFI, GPS Receiver (Swarm), Laser Reflectors (ESA), STR, VFM","863, 859, 862, 943, 767, 861, 860","Inclined, non-sun-synchronous",450 km,,87.5 deg,,,,N/A,https://earth.esa.int/eogateway/missions/swarm,https://earth.esa.int/web/guest/swarm/data-access
919,SWFO-L1,Space Weather Follow-On - Lagrange 1,"NOAA, NASA",Planned,2024,2029,"In-situ solar wind measurements, coronal mass ejection imagery, supra thermal ion flux, magnetic field vector, coronal white light, geomagnetic storms.","CCOR, MAG, STIS, SWiPS","1892, 1893, 1894, 1895",Earth-Sun L-1,,,,,,,,,
646,SWOT,Surface Water Ocean Topography,"NASA, UKSA, CNES, CSA",Commissioning,16-Dec-22,Nov-25,3 year nominal mission. Characterize ocean mesoscale and sub-mesoscale circulation at spatial resolutions = 15 km and inventory all terrestrial water bodies with surface area > 250 m2 and rivers with width > 100 m,"AMR-S, DORIS-NG, GPSP, Ka-band Radar INterferometer (KaRIN), LRA, POSEIDON-3C Altimeter","1786, 181, 983, 1541, 106, 1961","Inclined, non-sun-synchronous",891 km,102.8 mins,77.6 deg,21,,,N/A,http://swot.jpl.nasa.gov,https://earthdata.nasa.gov/eosdis/daacs/podaac
835,TanDEM-L,TanDEM-L,"DLR, HRC",Considered,2028,2040,"Global observation of dynamic processes in the bio-, cryo-, geo- and hydrosphere.",L-Band SAR,1777,Sun-synchronous,745 km,99.7 mins,98.4 deg,16,18:00,,Ascending,http://www.dlr.de/HR/tdml,
598,TanDEM-X,TerraSAR-X Add-on for Digital Elevation Measurements,DLR,Operational (extended),21-Jun-10,Dec-26,"Cartography, land surface, civil planning and mapping, digital terrain models, environmental monitoring.",X-Band SAR,697,Sun-synchronous,514 km,94.85 mins,97.4 deg,11,18:00,,Ascending,http://www.dlr.de/hr/desktopdefault.aspx/tabid-2317/3669_read-5488/,
739,TEMPO,Tropospheric Emissions: Monitoring of Pollution,NASA,Approved,Jan-23,Dec-24,"Hourly measurements of air pollution over North America, from Mexico City to the Canadian oil sands, at high spatial resolution. Measurements in ultraviolet and visible wavelengths will provide a suite of products including the key elements of tropospheric air pollution chemistry. Uses a commercial geostationary host spacecraft. Will be part of the first global geostationary constellation for pollution monitoring, along with European and Korean missions now in development.",Spectrometer (TEMPO),1672,Geostationary,35786 km,1436 mins,,,,,N/A,http://tempo.si.edu/index.html,https://earthdata.nasa.gov/eosdis/daacs/asdc
204,Terra,Terra (formerly EOS AM-1),"NASA, METI, CSA",Operational (extended),18-Dec-99,Sep-23,"6-year nominal mission life, currently in extended operations. In late 2020, Terra began to drift in its orbit when the mission stopped performing inclination adjust maneuvers. Atmospheric dynamics/water and energy cycles, atmospheric chemistry, physical and radiative properties of clouds, air-land exchanges of energy, carbon and water, vertical profiles of CO and methane vulcanology.","ASTER, CERES, MISR, MODIS, MOPITT","416, 397, 396, 395, 119",Sun-synchronous,705 km,99 mins,98.2 deg,16,10:15,,Descending,http://terra.nasa.gov/,https://search.earthdata.nasa.gov/search?q=TERRA
391,TerraSAR-X,TerraSAR-X,DLR,Operational (extended),15-Jun-07,Dec-24,"Cartography, land surface, civil planning and mapping, digital terrain models, environmental monitoring.","GPSRO (Terra-SAR), X-Band SAR","1553, 697",Sun-synchronous,514 km,94.85 mins,97.4 deg,11,18:00,,Ascending,http://www.terrasar.de/,
475,THEOS,Thailand Earth Observation System,GISTDA,Operational (extended),01-Oct-08,May-24,"Monitoring, land use, disasters, cartography and mapping","MS (GISTDA), PAN (GISTDA)","858, 857",Sun-synchronous,822 km,101 mins,98.7 deg,26,10:00:00,,Descending,https://www.gistda.or.th/main/en/node/569,http://theos.gistda.or.th/
904,THEOS-2 Main VHR Satellite,Thailand Earth Observation System 2: Main VHR Satellite,GISTDA,Planned,2023,2033,"National security, monitoring, land use, disasters, cartography and mapping","MS (GISTDA) Copy, PAN (GISTDA) Copy","1852, 1851",Sun-synchronous,621 km,97 mins,97.9 deg,26,09:30:00,,Descending,,
943,THEOS-2 Small Satellite,Thailand Earth Observation System 2: Small Satellite,GISTDA,Planned,2023,2026,"Monitoring, disasters",CERIA Camera,1907,Sun-synchronous,500 km,96 mins,97.4 deg,,10:30:00,,Ascending,,
866,TRISHNA,Thermal infrared mission,"CNES, ISRO",Approved,Dec-24,Dec-29,1) Ecosystem stress and water use (i.e. monitoring of energy and water budgets of the continental biosphere) 2) Urban (i.e. climatology and monitoring of fluxes of urban surfaces),"SWIR, TIR, VNIR","1808, 1810, 1809",Sun-synchronous,666 km,,,,12.30-13.30,,Descending,,
816,TROPICS,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats (TROPICS),NASA,Approved,Dec-22,Oct-25,"Use a constellation of advanced cubesat passive microwave radiometers providing average revisit time of 30 minutes to improve the understanding and prediction of the impact of environmental temperature and humidity, precipitation evolution, including diurnal cycle, and warm-core strength on the evolution of tropical cyclone structure, size, and intensity.",TROPICS,1770,"Inclined, non-sun-synchronous",550 km,,30 deg,,,,TBD,https://tropics.ll.mit.edu/CMS/tropics/Mission-Overview,
988,TROPICS Pathfinder,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats (TROPICS) Pathfinder,NASA,Operational (nominal),30-Jun-21,Dec-23,The TROPICS Pathfinder CubeSat (the qualification unit converted to a flight unit) is a risk reduction mission to a Sun-Synchronous Orbit (SSO) to test the system from end-to-end prior to the launch of the constellation.,TROPICS,1770,Sun-synchronous,535 km,95 mins,97.5 deg,,02:00:00,,Ascending,https://tropics.ll.mit.edu/CMS/tropics/Mission-Overview,
982,TRUTHS,Traceable Radiometry Underpinning Terrestrial- and Helio- Studies (TRUTHS),"ESA, UKSA",Approved,Dec-26,Dec-34,"Ultra high accuracy SI-traceable spectrally resolved measurements of incoming and Earth reflected solar radation, globally sampled at 50 m spatial resolution as a benchmark for radiation budget and other climate indicators in the solar reflective domain e.g cloud, Albedo, Land products, Ocean colour, carbon cycle ..... Designed explicitly as an operational climate misssion TRUTHS in addition to its own data, provides reference calibration to other optical sensors operating in the spectral range 320 to 2400 nm, including amongst other 'new space' sensors and the future GHG constellation, improving their performance and interoperability. It also provides a radiometeric SI-traceable anchor to existing post-launch calibration infrastructure such as deserts and the Moon. The mission additonally provides spectrally resolved and total solar irradiance measurements for climate and atmosphere/surface interaction studies.","CSAR, HIS","1953, 1954","Inclined, non-sun-synchronous",610 km,,90 deg,61,,,TBD,,
767,TSIS-1-on-ISS,International Space Station/Total and Spectral solar Irradiance Sensor,NASA,Operational (nominal),17-Dec-17,Mar-23,Continue solar irradiance record.,"TSIS-1/SIM, TSIS-1/TIM","679, 1896","Inclined, non-sun-synchronous",407 km,93 mins,51.6 deg,,,,Ascending,https://science.nasa.gov/missions/tsis-1,https://search.earthdata.nasa.gov/search?q=tsis-1
837,TSIS-2,Total and Spectral solar Irradiance Sensor 2,NASA,Approved,Feb-25,Apr-28,Continue solar irradiance record.,"TSIS-2/SIM, TSIS-2/TIM","1897, 1715",Sun-synchronous,600 km,90 mins,98.7 deg,,17:00:00,,Ascending,,
601,VENµS,Vegetation and Environment monitoring on a New Micro-Satellite,"CNES, ISA",Operational (extended),02-Aug-17,Dec-23,"Vegetation, agriculture monitoring, water management.",VSC,966,Sun-synchronous,720 km,,98.27 deg,2,,,Descending,http://smsc.cnes.fr/VENUS/index.htm,
749,VNREDSat-1,VNREDSat-1,"VAST, ASTRIUM",Operational (extended),07-May-13,Dec-22,Land cover mapping,VNREDSat 1 MS,1681,Sun-synchronous,680 km,,,,10:30,,,http://www.vast.ac.vn/ban-tin-vnredsat1,
906,WildFireSat,WildFireSat,"CSA, NRCAN, ECCC",Planned,2028,2032,"A system consisting of one or more microsatellite, carrying an instrument that consists of an assembly of three cameras providing co-registered MWIR, TIR, and VNIR data. The satellite(s) will monitor wildfires daily, in late afternoon, to support 1) wildfire management and research, 2) smoke and air quality forecasting and 3) wildfire carbon emission reporting. The mission will be designed for an operational lifetime of 5 years, but with sufficient consumables for 7 years.",CWFMS,1853,Sun-synchronous,650 km,98 mins,98 deg,24,18:00,,TBD,https://www.asc-csa.gc.ca/eng/satellites/wildfiresat/default.asp,TBD
1043,Yunhai-1 03,Yunhai-1 03,CAST,Operational (nominal),20-Sep-22,Sep-28,"Detect the atmospheric, marine and space environments, disaster prevention and mitigation, and scientific experiments.","Infrared Earth Horizon Sensor, Infrared Scanning Radiometer","2018, 2019",Sun-synchronous,765 km,,98.5 deg,,,,,,
911,ZACube-2,ZACube-2,"SANSA, CPUT",Operational (nominal),27-Dec-18,Dec-22,"ZACube-2 is equipped with an automatic identification system (AIS) receiver to demonstrate AIS message reception using its SDR-based payload. Additionally, ZACube-2 has a near-infrared imager for forest fire detection.","AIS Receiver, K-line Imager","1883, 1884",Sun-synchronous,485 km,94.5 mins,97.3 deg,,,,Ascending,https://directory.eoportal.org/web/eoportal/satellite-missions/v-w-x-y-z/zacube-2,https://blogs.cput.ac.za/fsati/zacube-2/
949,ZY-1-02D,Zi Yuan 1 Number 2 Optical Mission of China,CRESDA,Operational (nominal),12-Sep-19,Dec-24,"Earth resources, environmental monitoring, land surface.","CCD (ZY-1-02C and ZY-3), PAN (ZY-1-02C)","1657, 1659",Sun-synchronous,778 km,100.3 mins,98.5 deg,26,10:30,,Descending,http:/www.cresda.com/,
1049,ZY-1-02E,Zi Yuan 1 Number 2 Optical Mission of China,CRESDA,Operational (nominal),26-Dec-21,Dec-26,"The primary objective of the ZY series is to acquire high-resolution panchromatic and multispectral imagery for land resource surveys, disaster monitoring, forestry and ecological monitoring.","CCD (ZY-1-02C and ZY-3), IR Camera (ZY-1-02E), PAN (ZY-1-02C)","1657, 2033, 1659",Sun-synchronous,778 km,,,3,,,,,
732,ZY-3-01,Zi Yuan 3 Number 1,CRESDA,Operational (extended),09-Jan-12,Dec-22,"Earth resources, land surface,stereo mapping","CCD (ZY-02C and ZY-3), MUX (ZY-3)","1657, 1658",Sun-synchronous,505 km,97.7 mins,98.5 deg,59,10:30,,Descending,http:/www.cresda.com/,
821,ZY-3-02,Zi Yuan 3 Number 2,CRESDA,Operational (extended),30-May-16,Dec-23,"Earth resources, land surface,stereo mapping","CCD (ZY-1-02C and ZY-3), MUX (ZY-3-02)","1657, 1774",Sun-synchronous,505 km,94.7 mins,97.4 deg,59,10:30,,Descending,http:/www.cresda.com/,
950,ZY-3-03,Zi Yuan 3 Number 3,CRESDA,Operational (nominal),25-Jul-20,Dec-25,"Earth resources, land surface,stereo mapping","CCD (ZY-1-02C and ZY-3), MUX (ZY-3-02)","1657, 1774",Sun-synchronous,505 km,94.7 mins,97.4 deg,59,10:30,,Descending,http:/www.cresda.com/,
